期次,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,销售额,奖池金额
23076,2023-07-05,08,09,11,26,34,02,07,"299,341,312","948,501,277.04"
23075,2023-07-03,07,17,20,23,32,05,11,"291,887,672","917,148,171.29"
23074,2023-07-01,03,13,22,29,34,02,09,"317,553,672","959,326,220.29"
23073,2023-06-28,15,25,28,30,35,08,10,"300,986,764","940,619,193.45"
23072,2023-06-26,05,06,09,11,14,02,04,"303,438,691","932,426,488.55"
23071,2023-06-24,02,11,12,32,34,10,12,"317,016,133","901,185,515.05"
23070,2023-06-21,10,26,29,32,33,03,11,"299,252,381","896,500,867.52"
23069,2023-06-19,08,20,21,25,32,05,07,"295,437,282","908,523,228.30"
23068,2023-06-17,21,22,24,27,31,07,08,"323,126,932","874,858,098.72"
23067,2023-06-14,02,28,30,33,35,02,10,"306,580,086","877,298,736.71"
23066,2023-06-12,06,11,13,30,32,01,03,"311,912,224","846,071,268.24"
23065,2023-06-10,08,14,16,21,25,03,12,"326,869,150","807,401,652.03"
23064,2023-06-07,02,06,09,31,32,03,07,"306,244,331","747,516,040"
23063,2023-06-05,04,18,29,31,34,06,09,"302,254,758","758,945,368.33"
23062,2023-06-03,06,08,22,24,30,01,08,"326,064,748","758,202,286.81"
23061,2023-05-31,07,11,21,30,32,05,07,"309,303,838","750,108,293.03"
23060,2023-05-29,02,07,19,24,30,09,12,"310,894,364","688,684,878.15"
23059,2023-05-27,09,13,23,25,28,04,07,"358,763,124","812,443,525.01"
23058,2023-05-24,19,22,29,32,35,05,08,"363,828,515","872,966,224.60"
23057,2023-05-22,01,05,06,19,24,05,11,"344,889,264","903,873,949.54"
23056,2023-05-20,13,22,24,33,34,01,02,"398,657,811","920,035,696.74"
23055,2023-05-17,06,08,12,13,15,01,06,"350,342,112","856,791,468.88"
23054,2023-05-15,19,25,30,31,34,07,09,"350,143,702","874,577,473.87"
23053,2023-05-13,01,03,11,14,20,02,11,"372,295,609","892,267,763.87"
23052,2023-05-10,02,08,11,30,33,05,08,"355,627,104","854,240,159.11"
23051,2023-05-08,03,11,19,29,33,03,12,"349,432,627","859,364,126.46"
23050,2023-05-06,08,09,14,25,29,04,06,"375,710,449","1,005,750,816.44"
23049,2023-05-03,03,17,22,26,28,07,12,"331,270,234","997,411,126.33"
23048,2023-05-01,07,13,16,25,32,09,11,"313,990,124","994,472,934.30"
23047,2023-04-29,10,12,13,24,25,11,12,"362,544,707","952,628,083.51"
23046,2023-04-26,13,21,25,28,32,02,10,"352,135,852","948,200,742.09"
23045,2023-04-24,07,10,13,28,31,04,05,"346,712,734","855,642,317.06"
23044,2023-04-22,02,06,07,08,15,07,10,"378,830,462","868,495,061.73"
23043,2023-04-19,02,04,17,20,27,01,08,"356,711,435","853,496,451.85"
23042,2023-04-17,02,16,21,23,27,01,08,"362,398,489","828,299,303.69"
23041,2023-04-15,05,08,13,26,35,05,09,"389,220,667","794,168,912.22"
23040,2023-04-12,04,05,18,22,30,05,12,"369,110,639","827,601,739.51"
23039,2023-04-10,02,24,26,30,34,06,07,"368,190,696","869,785,636.84"
23038,2023-04-08,04,10,18,27,32,10,12,"311,720,942","806,289,674.33"
23037,2023-04-05,06,08,16,20,24,07,08,"284,657,775","768,030,435.90"
23036,2023-04-03,01,13,22,26,31,02,10,"285,032,829","752,208,151.04"
23035,2023-04-01,07,14,23,25,29,02,11,"310,558,399","790,017,644.64"
23034,2023-03-29,07,09,10,15,24,04,12,"287,732,716","803,285,352.70"
23033,2023-03-27,04,06,10,11,25,07,09,"289,373,837","787,964,749.81"
23032,2023-03-25,05,06,18,28,30,02,07,"308,131,139","771,590,189.93"
23031,2023-03-22,05,07,08,16,25,03,11,"287,302,404","861,440,447.46"
23030,2023-03-20,06,11,12,20,35,05,12,"291,586,529","880,358,984.23"
23029,2023-03-18,07,25,27,34,35,09,11,"309,186,270","873,738,106.45"
23028,2023-03-15,01,03,29,30,34,04,12,"293,553,586","807,820,511.36"
23027,2023-03-13,09,10,12,15,23,03,06,"288,212,889","734,749,840.59"
23026,2023-03-11,02,13,24,27,30,01,06,"316,826,904","733,932,864.84"
23025,2023-03-08,03,09,27,30,31,11,12,"298,831,206","667,313,212.93"
23024,2023-03-06,11,15,24,27,30,01,10,"299,898,051","662,152,862.38"
23023,2023-03-04,09,21,23,25,33,03,10,"327,693,006","641,960,896.09"
23022,2023-03-01,07,11,15,26,28,08,10,"304,855,393","656,985,938.78"
23021,2023-02-27,02,09,18,23,27,03,05,"304,448,024","648,618,913.39"
23020,2023-02-25,05,06,23,25,28,06,09,"323,977,748","648,355,013.37"
23019,2023-02-22,05,08,09,11,15,06,08,"298,433,689","706,197,256.79"
23018,2023-02-20,04,08,17,26,30,03,11,"297,501,654","732,297,153.78"
23017,2023-02-18,02,05,09,22,27,10,11,"325,814,136","709,369,027.01"
23016,2023-02-15,02,04,12,31,32,07,11,"294,344,609","929,208,065.35"
23015,2023-02-13,08,16,24,25,34,08,12,"286,304,176","1,006,012,729.20"
23014,2023-02-11,03,08,18,22,24,01,09,"308,698,349","1,037,380,726.45"
23013,2023-02-08,01,02,09,23,25,02,06,"290,272,193","1,040,036,601.76"
23012,2023-02-06,07,16,17,18,28,02,03,"274,786,290","1,048,716,293.80"
23011,2023-02-04,02,07,08,17,25,01,03,"297,936,990","1,156,695,738.61"
23010,2023-02-01,05,06,13,23,26,01,06,"272,385,898","1,144,740,863.03"
23009,2023-01-30,01,05,11,15,33,01,10,"288,306,205","1,167,513,305.02"
23008,2023-01-18,04,09,17,22,25,01,05,"322,639,161","1,153,640,352.57"
23007,2023-01-16,02,03,24,30,32,01,06,"270,298,202","1,214,621,616.68"
23006,2023-01-14,02,04,12,27,35,06,07,"286,730,809","1,166,367,354.78"
23005,2023-01-11,01,03,10,20,29,06,11,"271,728,892","1,150,759,496.08"
23004,2023-01-09,04,13,15,20,22,04,08,"258,433,073","1,157,028,435.66"
23003,2023-01-07,05,06,14,21,22,02,09,"281,549,083","1,140,824,557.86"
23002,2023-01-04,11,14,21,26,27,02,07,"255,061,637","1,153,840,957.44"
23001,2023-01-02,18,19,24,27,34,11,12,"244,595,607","1,124,542,797.38"
22150,2022-12-31,06,07,26,29,30,03,12,"267,131,944","1,071,397,015.78"
22149,2022-12-28,15,19,22,26,28,02,07,"227,015,437","1,073,084,049.88"
22148,2022-12-26,04,05,06,26,27,07,12,"222,561,477","1,098,940,648.32"
22147,2022-12-24,04,12,22,28,30,09,11,"242,212,561","1,126,392,172.08"
22146,2022-12-21,01,21,23,28,35,07,09,"226,981,538","1,091,896,945.67"
22145,2022-12-19,10,20,29,30,35,06,09,"235,282,028","1,054,075,162.55"
22144,2022-12-17,03,04,08,15,21,04,07,"254,622,809","1,077,698,266.51"
22143,2022-12-14,10,13,14,27,33,07,08,"250,946,991","1,091,325,801.32"
22142,2022-12-12,07,12,14,29,35,01,11,"261,964,327","1,078,507,658.16"
22141,2022-12-10,05,06,14,24,25,02,04,"280,927,317","1,047,136,066.48"
22140,2022-12-07,05,15,25,26,29,04,12,"263,913,540","984,601,777.52"
22139,2022-12-05,01,13,14,22,35,02,05,"249,420,144","1,016,097,851.23"
22138,2022-12-03,05,13,16,27,33,07,12,"263,569,680","983,440,468.09"
22137,2022-11-30,05,06,08,15,20,07,08,"236,652,115","1,041,138,782.99"
22136,2022-11-28,01,11,15,17,33,03,11,"243,043,220","1,089,020,630.41"
22135,2022-11-26,09,10,27,31,32,01,03,"276,637,790","1,072,783,224.93"
22134,2022-11-23,03,16,23,27,32,03,06,"260,504,803","1,082,667,691.29"
22133,2022-11-21,01,02,14,30,31,06,09,"268,194,352","1,126,501,374.52"
22132,2022-11-19,02,27,30,34,35,09,12,"303,478,141","1,087,727,608.19"
22131,2022-11-16,02,06,08,10,17,05,06,"280,955,531","1,023,428,077.10"
22130,2022-11-14,05,07,15,18,23,05,10,"276,026,401","1,072,190,623.65"
22129,2022-11-12,10,17,23,34,35,01,04,"296,103,979","1,037,498,580.49"
22128,2022-11-09,10,19,21,23,35,04,10,"287,676,329","971,487,159.52"
22127,2022-11-07,02,03,08,09,20,04,10,"281,679,123","898,918,318.08"
22126,2022-11-05,04,05,08,22,35,01,03,"302,545,991","858,035,622.37"
22125,2022-11-02,03,07,14,16,19,01,11,"281,402,027","847,578,280.31"
22124,2022-10-31,02,04,11,25,30,06,12,"280,957,519","829,363,342.19"
22123,2022-10-29,02,20,28,29,30,07,10,"305,820,352","807,264,781.73"
22122,2022-10-26,04,15,17,19,25,06,12,"274,529,792","833,361,576.04"
22121,2022-10-24,04,15,16,20,21,04,05,"273,260,256","808,811,731.54"
22120,2022-10-22,11,22,26,30,33,03,05,"297,092,815","785,438,059.18"
22119,2022-10-19,01,09,16,25,29,04,09,"265,928,079","935,330,701.36"
22118,2022-10-17,02,05,15,17,26,02,08,"266,205,201","980,149,419.52"
22117,2022-10-15,09,12,15,21,32,02,07,"288,760,077","943,874,218.60"
22116,2022-10-12,01,07,20,22,31,07,12,"268,635,897","903,895,960.47"
22115,2022-10-10,17,19,20,23,27,03,08,"264,625,441","876,900,512.54"
22114,2022-10-08,11,21,24,27,28,05,10,"279,880,005","850,606,831.09"
22113,2022-10-05,13,15,22,31,33,05,12,"276,092,506","816,761,134.28"
22112,2022-09-28,04,11,18,20,26,06,12,"277,451,326","782,148,236.89"
22111,2022-09-26,06,12,16,19,31,06,10,"275,608,888","770,835,538.84"
22110,2022-09-24,02,13,16,18,23,03,06,"293,502,614","741,140,375.95"
22109,2022-09-21,05,09,24,29,35,05,12,"274,478,389","726,986,669.25"
22108,2022-09-19,04,07,13,26,28,07,11,"270,398,530","796,949,041.90"
22107,2022-09-17,07,09,19,28,29,08,10,"289,183,885","771,831,893.27"
22106,2022-09-14,16,17,21,28,32,04,07,"263,686,397","817,054,416.65"
22105,2022-09-12,01,08,09,21,22,01,04,"261,227,681","797,227,537.62"
22104,2022-09-10,03,05,13,19,25,02,05,"278,107,743","815,868,126.59"
22103,2022-09-07,08,12,16,21,32,01,12,"257,860,867","828,275,399.62"
22102,2022-09-05,01,05,14,20,30,02,04,"254,102,938","802,491,817.95"
22101,2022-09-03,02,04,06,07,08,03,06,"285,323,196","795,328,775.67"
22100,2022-08-31,10,19,20,23,31,03,07,"263,081,270","778,544,296.17"
22099,2022-08-29,07,18,25,27,33,04,05,"262,403,522","828,721,804.33"
22098,2022-08-27,01,03,06,11,13,03,11,"290,597,334","808,652,607.22"
22097,2022-08-24,05,13,22,28,29,05,11,"265,903,896","812,318,845.97"
22096,2022-08-22,16,19,24,27,33,01,06,"265,333,149","818,056,288.32"
22095,2022-08-20,05,08,22,25,35,02,07,"285,755,605","779,067,574.97"
22094,2022-08-17,03,04,07,12,19,02,05,"263,091,435","765,240,459.43"
22093,2022-08-15,07,11,14,21,29,07,10,"263,859,632","835,132,342.35"
22092,2022-08-13,01,04,12,23,29,05,12,"284,162,500","924,505,092.44"
22091,2022-08-10,02,11,20,22,34,04,12,"264,872,501","892,175,409.44"
22090,2022-08-08,01,20,24,25,31,09,12,"267,762,065","912,078,543.50"
22089,2022-08-06,01,20,21,31,33,03,11,"283,719,023","884,490,880.76"
22088,2022-08-03,01,08,10,20,35,06,11,"265,773,772","812,522,097.17"
22087,2022-08-01,04,06,10,24,28,06,12,"274,453,796","840,840,031.65"
22086,2022-07-30,04,10,21,28,31,08,11,"297,073,867","794,672,440.52"
22085,2022-07-27,11,16,31,33,35,06,08,"272,086,013","779,393,038.82"
22084,2022-07-25,03,11,19,25,27,04,12,"273,954,096","725,347,023.25"
22083,2022-07-23,02,09,17,26,32,04,06,"294,221,785","694,213,667.56"
22082,2022-07-20,04,26,27,30,33,02,09,"273,662,938","683,037,489.26"
22081,2022-07-18,05,10,19,31,32,09,10,"275,005,199","656,541,909.58"
22080,2022-07-16,10,17,30,31,34,03,06,"297,387,957","854,183,132.28"
22079,2022-07-13,07,10,19,26,32,08,12,"274,537,529","814,806,479.61"
22078,2022-07-11,02,03,18,20,27,01,02,"277,517,440","857,454,985.83"
22077,2022-07-09,05,10,11,16,19,01,10,"303,064,936","822,341,601.26"
22076,2022-07-06,05,17,30,34,35,02,09,"279,968,673","853,413,998.84"
22075,2022-07-04,04,12,13,17,18,07,09,"280,513,406","831,794,198.12"
22074,2022-07-02,02,06,21,25,28,02,06,"305,228,062","812,683,583.45"
22073,2022-06-29,11,18,21,25,32,02,04,"287,420,936","795,817,234.53"
22072,2022-06-27,01,12,13,15,30,03,07,"285,522,661","754,035,319.29"
22071,2022-06-25,09,15,19,25,29,08,09,"306,432,833","722,042,898.53"
22070,2022-06-22,01,07,17,23,35,07,11,"288,052,831","1,240,666,270.84"
22069,2022-06-20,02,03,23,28,35,02,09,"293,067,958","1,252,345,739.23"
22068,2022-06-18,03,06,10,15,23,03,08,"322,509,914","1,230,825,950.08"
22067,2022-06-15,04,14,15,32,33,10,11,"295,204,928","1,213,949,798.85"
22066,2022-06-13,02,24,25,26,34,03,12,"300,292,058","1,257,070,426.73"
22065,2022-06-11,05,10,13,22,28,01,04,"322,990,947","1,205,499,301.06"
22064,2022-06-08,02,19,22,25,35,05,07,"302,545,998","1,156,831,124.52"
22063,2022-06-06,02,03,22,26,31,06,10,"298,558,863","1,094,156,707.88"
22062,2022-06-04,05,09,11,12,31,07,11,"317,092,728","1,055,150,107.74"
22061,2022-06-01,06,09,19,22,30,01,06,"291,593,427","1,050,658,907"
22060,2022-05-30,02,06,10,11,20,03,09,"299,617,214","1,073,598,422.82"
22059,2022-05-28,04,15,18,32,34,04,09,"360,168,383","1,042,057,372.73"
22058,2022-05-25,03,04,24,26,35,07,08,"315,162,700","1,014,062,807.45"
22057,2022-05-23,06,12,18,21,35,07,10,"321,743,486","1,050,548,455.41"
22056,2022-05-21,02,11,15,17,31,07,09,"357,963,502","1,056,706,742.26"
22055,2022-05-18,01,02,12,15,23,04,06,"327,354,148","971,105,598.60"
22054,2022-05-16,05,16,21,23,34,07,10,"319,626,218","958,213,629.63"
22053,2022-05-14,09,17,19,20,25,01,09,"344,052,818","1,081,408,712.72"
22052,2022-05-11,01,13,18,29,35,04,09,"310,675,547","1,198,829,807.29"
22051,2022-05-09,01,16,17,19,33,05,06,"304,581,312","1,225,933,266.64"
22050,2022-05-07,02,10,21,24,30,08,10,"348,959,440","1,265,185,550.03"
22049,2022-05-04,06,10,20,28,35,01,10,"301,545,430","1,238,138,013.76"
22048,2022-05-02,16,22,28,29,32,08,09,"291,309,246","1,221,336,676.21"
22047,2022-04-30,07,10,11,12,33,03,11,"333,697,226","1,179,450,986.29"
22046,2022-04-27,06,07,12,22,27,03,05,"319,329,723","1,151,734,276.01"
22045,2022-04-25,02,03,07,12,20,01,05,"322,807,049","1,184,751,389.21"
22044,2022-04-23,01,02,16,17,20,03,07,"351,891,169","1,132,266,362.38"
22043,2022-04-20,02,16,17,24,30,09,12,"322,417,914","1,106,933,108.19"
22042,2022-04-18,08,10,11,29,32,02,06,"323,544,249","1,179,249,861.19"
22041,2022-04-16,05,15,25,26,33,06,11,"353,526,676","1,182,772,175.92"
22040,2022-04-13,10,19,25,29,33,08,12,"326,654,540","1,179,022,270.45"
22039,2022-04-11,01,08,11,22,31,05,11,"256,237,338","1,238,597,563.36"
22038,2022-04-09,07,09,11,12,26,09,12,"277,396,313","1,218,640,918.48"
22037,2022-04-06,01,09,17,20,28,06,10,"255,392,443","1,326,357,581.54"
22036,2022-04-04,18,19,21,26,34,06,07,"248,062,195","1,288,426,891.93"
22035,2022-04-02,09,11,13,23,31,05,08,"278,506,614","1,262,351,648.20"
22034,2022-03-30,02,10,24,27,28,06,07,"276,331,348","1,248,571,195.23"
22033,2022-03-28,08,15,16,19,33,03,04,"271,656,444","1,255,163,229.82"
22032,2022-03-26,05,09,18,31,32,01,05,"293,074,610","1,270,429,256.90"
22031,2022-03-23,07,14,16,20,28,04,08,"275,183,386","1,208,966,802.16"
22030,2022-03-21,12,14,15,21,30,01,09,"264,133,524","1,205,677,592.73"
22029,2022-03-19,07,08,10,14,17,10,12,"287,037,282","1,179,206,273.86"
22028,2022-03-16,04,09,16,17,35,01,07,"271,216,347","1,160,852,484.28"
22027,2022-03-14,03,06,11,31,32,05,12,"272,660,463","1,172,229,996.66"
22026,2022-03-12,11,14,22,23,27,08,10,"302,400,234","1,190,311,490.14"
22025,2022-03-09,04,07,22,24,29,01,07,"287,810,009","1,186,204,971.21"
22024,2022-03-07,01,02,11,30,35,01,12,"282,564,402","1,140,166,345.77"
22023,2022-03-05,04,05,18,20,25,11,12,"308,200,898","1,092,622,292.93"
22022,2022-03-02,01,05,14,17,28,06,07,"290,445,482","1,125,444,965.12"
22021,2022-02-28,11,15,16,18,35,06,09,"281,794,671","1,125,876,145.70"
22020,2022-02-26,16,17,30,31,35,08,09,"302,088,019","1,103,146,928.14"
22019,2022-02-23,01,04,07,17,21,01,02,"287,443,310","1,075,854,770.58"
22018,2022-02-21,16,21,29,31,34,06,09,"272,144,024","1,095,457,117.05"
22017,2022-02-19,10,14,18,23,25,07,11,"295,313,318","1,134,950,927.56"
22016,2022-02-16,01,07,17,26,32,01,09,"285,216,427","1,140,211,944.72"
22015,2022-02-14,01,02,08,12,30,05,12,"274,855,255","1,101,484,790.02"
22014,2022-02-12,01,04,10,18,32,01,09,"297,471,147","1,196,232,916.83"
22013,2022-02-09,04,09,16,25,32,05,06,"328,606,125","1,165,497,778.65"
22012,2022-01-26,03,05,10,33,34,07,10,"327,170,573","1,225,396,764.70"
22011,2022-01-24,03,05,17,24,32,05,12,"288,813,273","1,215,311,646.60"
22010,2022-01-22,04,19,25,31,35,02,11,"305,997,751","1,227,756,664.06"
22009,2022-01-19,13,14,18,31,33,07,10,"295,315,583","1,189,540,601.43"
22008,2022-01-17,01,02,13,18,34,06,07,"288,005,510","1,212,783,541.04"
22007,2022-01-15,05,22,23,25,35,03,11,"314,958,868","1,166,246,610.02"
22006,2022-01-12,01,05,07,17,20,05,12,"292,369,845","1,126,455,275.17"
22005,2022-01-10,02,13,17,19,34,05,09,"290,292,047","1,082,745,176.21"
22004,2022-01-08,07,20,27,30,33,03,04,"318,985,651","1,161,605,667.16"
22003,2022-01-05,02,18,24,25,34,08,12,"293,411,992","1,117,630,715.55"
22002,2022-01-03,04,06,07,09,24,04,12,"293,300,380","1,108,263,190.91"
22001,2022-01-01,08,11,19,22,29,03,11,"323,959,870","1,129,936,273.17"
21150,2021-12-29,04,10,11,23,26,07,10,"297,315,273","1,187,065,937.81"
21149,2021-12-27,20,26,28,30,35,10,11,"288,342,246","1,187,821,356.57"
21148,2021-12-25,01,04,12,16,29,04,08,"309,690,271","1,140,109,035.45"
21147,2021-12-22,01,02,08,12,26,01,07,"294,787,629","1,156,628,877.47"
21146,2021-12-20,03,05,08,18,20,09,11,"293,542,849","1,139,389,366.87"
21145,2021-12-18,03,08,25,29,30,01,06,"320,066,364","1,160,533,245.59"
21144,2021-12-15,03,20,25,30,34,02,09,"307,637,069","1,153,487,670.37"
21143,2021-12-13,09,17,19,29,34,04,11,"295,955,136","1,104,620,668.10"
21142,2021-12-11,11,13,17,19,25,02,09,"321,224,093","1,152,884,152.84"
21141,2021-12-08,02,08,16,29,34,05,12,"303,700,722","1,157,697,510.70"
21140,2021-12-06,05,24,26,33,35,09,12,"305,536,538","1,116,819,863.25"
21139,2021-12-04,05,13,18,23,34,08,09,"328,551,201","1,083,766,581.13"
21138,2021-12-01,09,11,12,15,31,05,11,"303,548,798","1,273,167,982.95"
21137,2021-11-29,02,07,13,14,19,04,05,"302,260,255","1,263,704,189.15"
21136,2021-11-27,08,12,19,27,33,02,05,"327,765,275","1,292,130,528.96"
21135,2021-11-24,04,07,17,29,31,05,06,"314,847,908","1,262,006,660.75"
21134,2021-11-22,02,06,14,19,28,01,06,"308,110,428","1,248,689,538.91"
21133,2021-11-20,08,09,17,26,28,06,08,"327,493,668","1,243,590,906.93"
21132,2021-11-17,04,21,28,29,33,03,11,"297,729,643","1,318,930,415.88"
21131,2021-11-15,06,08,16,34,35,05,06,"296,451,386","1,360,443,412.46"
21130,2021-11-13,02,03,14,27,28,05,10,"317,382,301","1,329,267,789.03"
21129,2021-11-10,02,16,17,18,34,04,10,"294,268,030","1,403,814,394.73"
21128,2021-11-08,14,17,18,23,27,05,08,"282,038,607","1,337,287,551.46"
21127,2021-11-06,01,02,15,17,26,02,11,"305,525,077","1,374,522,133.98"
21126,2021-11-03,01,11,12,34,35,09,12,"289,363,128","1,337,033,731.65"
21125,2021-11-01,17,19,21,27,31,04,09,"285,946,298","1,288,689,189.63"
21124,2021-10-30,10,17,22,25,35,07,09,"314,165,395","1,239,396,849.23"
21123,2021-10-27,08,23,26,27,33,08,09,"296,213,304","1,210,823,709.96"
21122,2021-10-25,14,15,26,27,29,04,05,"294,005,109","1,186,675,748.27"
21121,2021-10-23,02,15,19,29,30,02,09,"313,275,937","1,146,249,375.71"
21120,2021-10-20,05,10,21,25,31,05,11,"285,711,031","1,120,909,519.29"
21119,2021-10-18,01,02,09,16,30,09,10,"290,165,267","1,157,376,911.64"
21118,2021-10-16,14,17,18,28,34,02,03,"302,397,723","1,146,057,645.59"
21117,2021-10-13,11,18,21,22,33,05,06,"279,505,700","1,124,390,424.96"
21116,2021-10-11,04,25,28,29,35,03,11,"279,695,241","1,151,852,869.52"
21115,2021-10-09,08,13,19,20,29,06,10,"299,770,302","1,111,593,015.51"
21114,2021-10-06,08,09,13,29,30,01,11,"283,727,610","1,081,182,210.09"
21113,2021-09-29,17,18,25,27,28,04,08,"283,440,028","1,035,393,331.05"
21112,2021-09-27,18,21,22,23,35,11,12,"283,298,709","1,058,537,381.01"
21111,2021-09-25,07,08,15,19,28,08,09,"305,345,840","995,038,782.53"
21110,2021-09-22,11,14,29,31,32,11,12,"276,544,919","1,046,721,833.88"
21109,2021-09-20,03,04,07,27,31,06,09,"265,547,489","1,073,585,145.39"
21108,2021-09-18,05,19,22,26,35,02,06,"303,354,020","1,069,829,501.49"
21107,2021-09-15,03,05,13,20,25,07,11,"281,751,709","1,105,541,509.15"
21106,2021-09-13,02,13,14,32,34,02,12,"276,794,901","1,149,093,887.88"
21105,2021-09-11,07,10,11,17,18,04,09,"304,015,740","1,087,468,356.52"
21104,2021-09-08,23,25,26,30,33,03,11,"286,479,253","1,086,226,837.49"
21103,2021-09-06,04,10,23,30,31,05,11,"282,429,778","1,037,062,397.49"
21102,2021-09-04,02,08,11,16,23,02,07,"305,869,819","982,320,278.84"
21101,2021-09-01,13,18,19,27,32,06,11,"281,242,026","1,043,300,674.47"
21100,2021-08-30,07,11,23,26,28,02,07,"280,471,793","1,059,494,717.70"
21099,2021-08-28,15,19,27,28,30,03,04,"303,058,009","1,062,893,864.62"
21098,2021-08-25,02,07,21,27,33,07,09,"276,951,852","1,007,650,453.08"
21097,2021-08-23,11,26,30,31,33,03,10,"272,897,259","975,519,759.75"
21096,2021-08-21,07,08,10,20,21,01,05,"297,348,639","927,073,812.26"
21095,2021-08-18,10,15,19,20,30,11,12,"279,549,610","962,561,875.79"
21094,2021-08-16,05,06,24,27,33,05,12,"275,141,551","931,384,310.15"
21093,2021-08-14,20,25,27,28,31,08,11,"302,609,762","948,527,899.75"
21092,2021-08-11,12,14,27,28,34,03,07,"281,386,147","907,549,564.31"
21091,2021-08-09,01,04,10,21,29,03,05,"272,675,404","877,764,456.13"
21090,2021-08-07,06,07,19,26,32,06,12,"289,448,960","880,472,277.72"
21089,2021-08-04,01,17,24,28,35,10,12,"269,906,690","851,200,235.11"
21088,2021-08-02,02,14,31,34,35,01,07,"264,720,425","822,562,305.49"
21087,2021-07-31,10,14,15,25,28,03,10,"290,446,990","797,251,485.10"
21086,2021-07-28,02,03,07,16,17,06,10,"272,160,233","822,607,828.27"
21085,2021-07-26,01,12,15,26,35,10,11,"270,848,072","775,634,441.02"
21084,2021-07-24,02,10,14,30,33,06,09,"290,591,822","763,493,931.86"
21083,2021-07-21,07,09,11,26,35,01,08,"272,635,093","759,158,453.25"
21082,2021-07-19,01,14,22,29,33,03,10,"278,896,069","747,230,175.62"
21081,2021-07-17,05,13,24,29,35,07,08,"301,662,622","807,325,943.55"
21080,2021-07-14,15,16,20,29,30,06,10,"276,105,107","767,631,447.82"
21079,2021-07-12,06,14,19,26,33,08,11,"279,520,279","802,121,550.54"
21078,2021-07-10,02,08,17,19,25,01,05,"302,960,803","821,042,099.26"
21077,2021-07-07,02,06,09,21,25,06,08,"279,629,097","789,285,714.35"
21076,2021-07-05,06,13,22,25,26,02,04,"281,760,059","775,457,206.18"
21075,2021-07-03,06,14,15,17,20,01,05,"306,666,791","752,135,503.11"
21074,2021-06-30,11,14,18,20,25,03,07,"289,189,592","700,603,888.99"
21073,2021-06-28,08,12,14,20,24,06,10,"280,274,335","657,298,888.03"
21072,2021-06-26,02,03,15,22,26,03,11,"303,912,550","627,008,381.09"
21071,2021-06-23,08,11,16,29,35,01,04,"285,731,730","596,211,840.48"
21070,2021-06-21,03,20,21,22,24,06,12,"289,443,325","612,658,365.61"
21069,2021-06-19,01,03,24,32,33,04,06,"314,771,219","554,239,484.49"
21068,2021-06-16,02,20,21,26,30,02,10,"291,893,269","527,817,203.45"
21067,2021-06-14,01,04,22,23,34,08,09,"281,023,856","558,289,398.40"
21066,2021-06-12,24,26,29,34,35,09,11,"311,082,841","506,581,578.84"
21065,2021-06-09,23,25,30,31,35,07,08,"297,780,859","539,311,034.33"
21064,2021-06-07,01,17,19,32,34,06,10,"294,413,689","546,378,196.50"
21063,2021-06-05,05,09,14,29,30,09,11,"320,996,162","500,754,392.06"
21062,2021-06-02,04,06,23,32,34,05,07,"302,275,847","525,343,538.12"
21061,2021-05-31,15,19,20,26,32,04,07,"304,392,970","502,877,803.60"
21060,2021-05-29,09,13,25,31,33,03,07,"328,214,576","509,405,220.73"
21059,2021-05-26,04,16,27,28,35,02,09,"310,375,326","542,212,080.83"
21058,2021-05-24,13,15,17,23,34,01,11,"341,604,964","584,612,592.08"
21057,2021-05-22,05,07,19,20,28,05,07,"364,226,316","527,921,742.44"
21056,2021-05-19,03,11,16,21,26,09,10,"339,616,577","789,092,339.63"
21055,2021-05-17,03,06,10,11,24,10,11,"340,947,213","832,841,055.27"
21054,2021-05-15,03,06,17,20,25,03,09,"372,706,677","830,717,938.76"
21053,2021-05-12,03,06,15,17,35,07,11,"352,261,603","804,585,433.31"
21052,2021-05-10,02,11,13,14,30,09,12,"346,174,575","786,688,797.44"
21051,2021-05-08,01,04,14,16,19,03,04,"378,483,472","758,421,416.42"
21050,2021-05-05,09,22,32,33,35,05,10,"332,629,347","776,495,377.98"
21049,2021-05-03,01,10,22,23,25,02,12,"318,983,261","804,858,111.37"
21048,2021-05-01,04,07,17,21,27,10,12,"361,695,321","743,586,048.12"
21047,2021-04-28,01,06,09,25,33,04,08,"361,812,479","812,065,710.28"
21046,2021-04-26,06,08,12,14,18,06,08,"359,217,248","748,366,613.41"
21045,2021-04-24,01,04,06,11,19,07,09,"393,747,066","786,177,311.03"
21044,2021-04-21,06,18,31,33,35,10,11,"363,597,797","748,920,582.87"
21043,2021-04-19,07,12,17,19,34,01,10,"360,667,332","782,390,745.06"
21042,2021-04-17,09,15,20,23,29,04,05,"393,684,367","871,261,627.71"
21041,2021-04-14,02,05,09,11,32,04,09,"359,992,265","825,740,751.04"
21040,2021-04-12,02,03,09,16,19,03,07,"359,580,080","870,795,060.28"
21039,2021-04-10,04,12,14,21,35,02,11,"392,788,008","909,367,812.50"
21038,2021-04-07,09,11,20,29,32,01,07,"279,043,760","915,135,531.74"
21037,2021-04-05,10,21,27,29,33,04,12,"265,069,172","1,031,553,232.47"
21036,2021-04-03,08,17,25,28,33,07,11,"293,009,078","1,070,761,233.47"
