期次,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,销售额,奖池金额
12077,2012-07-04,10,30,32,33,34,02,03,,"82,771,249"
12076,2012-07-02,02,14,16,22,24,02,05,,"110,771,249"
12075,2012-06-30,07,09,10,18,22,05,10,,"90,026,538"
12074,2012-06-27,10,22,23,30,32,01,07,,"70,930,242"
12073,2012-06-25,18,23,29,33,34,02,07,,"311,595,963"
12072,2012-06-23,04,08,17,22,25,04,10,,"306,680,564"
12071,2012-06-20,13,23,29,31,34,06,08,,"286,925,096"
12070,2012-06-18,09,22,23,32,34,06,08,,"292,784,939"
12069,2012-06-16,02,04,22,25,34,02,11,,"276,745,169"
12068,2012-06-13,01,21,31,32,35,03,06,,"263,814,038"
12067,2012-06-11,20,22,27,30,33,01,02,,"256,596,305"
12066,2012-06-09,01,20,25,29,33,04,06,,"247,731,515"
12065,2012-06-06,10,22,28,29,34,05,11,,"227,963,752"
12064,2012-06-04,09,12,13,15,30,09,10,,"229,995,094"
12063,2012-06-02,11,25,26,29,35,01,02,,"227,036,376"
12062,2012-05-30,21,32,33,34,35,08,09,,"228,347,790"
12061,2012-05-28,05,10,14,27,33,07,09,,"384,347,790"
12060,2012-05-26,02,16,21,24,30,06,10,,"384,536,427"
12059,2012-05-23,09,13,19,21,27,03,04,,"379,705,028"
12058,2012-05-21,13,21,29,31,35,04,12,,"386,647,639"
12057,2012-05-19,01,02,14,33,34,03,05,,"395,939,072"
12056,2012-05-16,11,21,23,26,34,07,09,,"386,376,159"
12055,2012-05-14,07,22,26,32,33,01,08,,"387,386,703"
12054,2012-05-12,01,16,18,27,30,10,11,,"391,349,045"
12053,2012-05-09,11,12,26,28,31,07,12,,"395,477,861"
12052,2012-05-07,10,20,26,31,33,10,12,,"377,226,308"
12051,2012-05-05,01,02,17,18,33,05,12,,"370,141,010"
12050,2012-05-02,13,17,22,28,29,01,10,,"357,744,136"
12049,2012-04-30,09,18,22,27,31,10,12,,"358,707,839"
12048,2012-04-28,06,09,26,30,35,05,06,,"343,351,390"
12047,2012-04-25,05,07,17,30,34,03,10,,"355,708,159"
12046,2012-04-23,04,08,19,23,27,04,11,,"342,272,592"
12045,2012-04-21,05,11,17,20,28,11,12,,"327,494,107"
12044,2012-04-18,03,04,14,32,35,01,02,,"325,410,674"
12043,2012-04-16,01,06,25,31,34,03,09,,"330,934,635"
12042,2012-04-14,07,24,27,28,35,07,12,,"317,892,751"
12041,2012-04-11,01,02,13,22,23,02,10,,"328,725,027"
12040,2012-04-09,02,13,23,28,29,01,05,,"324,915,094"
12039,2012-04-07,15,21,22,24,35,01,05,,"305,743,107"
12038,2012-04-04,11,23,25,31,35,01,03,,"308,092,525"
12037,2012-04-02,09,13,27,31,35,03,10,,"288,320,107"
12036,2012-03-31,01,09,20,30,31,08,12,,"275,715,296"
12035,2012-03-28,01,04,30,32,35,08,12,,"255,400,272"
12034,2012-03-26,01,08,15,16,29,08,09,,"259,501,847"
12033,2012-03-24,08,13,19,27,32,01,08,,"261,869,884"
12032,2012-03-21,07,08,16,26,34,07,11,,"241,879,359"
12031,2012-03-19,19,21,23,25,30,03,08,,"222,387,989"
12030,2012-03-17,03,21,22,26,32,01,03,,"224,610,048"
12029,2012-03-14,04,07,08,18,29,07,10,,"213,113,822"
12028,2012-03-12,10,12,15,33,34,03,10,,"198,411,361"
12027,2012-03-10,03,10,11,22,31,05,07,,"189,752,158"
12026,2012-03-07,10,11,22,23,29,02,09,,"209,315,120"
12025,2012-03-05,01,02,05,12,27,04,07,,"220,170,940"
12024,2012-03-03,03,11,17,21,30,03,07,,"210,442,692"
12023,2012-02-29,07,09,17,29,35,09,10,,"231,239,956"
12022,2012-02-27,07,12,20,33,35,01,10,,"230,699,005"
12021,2012-02-25,10,15,21,31,34,07,08,,"237,838,706"
12020,2012-02-22,12,14,27,29,34,03,06,,"241,041,919"
12019,2012-02-20,07,09,17,30,34,01,12,,"232,722,464"
12018,2012-02-18,03,10,14,29,31,04,08,,"227,011,384"
12017,2012-02-15,06,11,22,29,34,03,12,,"205,074,410"
12016,2012-02-13,05,14,20,29,31,08,12,,"294,074,410"
12015,2012-02-11,12,13,24,26,33,06,08,,"275,778,245"
12014,2012-02-08,10,14,24,30,32,01,12,,"281,574,644"
12013,2012-02-06,07,08,11,12,24,01,02,,"281,212,681"
12012,2012-02-04,06,18,22,30,35,02,07,,"320,252,410"
12011,2012-02-01,05,19,22,29,30,02,04,,"318,247,147"
12010,2012-01-30,25,26,29,32,34,05,07,,"314,253,773"
12009,2012-01-21,06,14,20,29,35,09,10,,"299,389,761"
12008,2012-01-18,06,08,30,31,32,01,11,,"289,611,772"
12007,2012-01-16,04,05,13,17,25,07,10,,"286,271,587"
12006,2012-01-14,03,20,22,25,27,01,09,,"280,396,272"
12005,2012-01-11,01,02,29,31,33,07,12,,"268,966,261"
12004,2012-01-09,10,11,22,31,32,06,07,,"254,045,459"
12003,2012-01-07,16,22,24,33,34,03,10,,"239,743,471"
12002,2012-01-04,03,11,14,26,29,07,08,,"238,711,466"
12001,2012-01-02,07,27,28,32,33,01,12,,"234,100,467"
11154,2011-12-31,04,12,16,20,28,08,11,,"262,691,603"
11153,2011-12-28,06,22,29,30,35,03,05,,"243,156,811"
11152,2011-12-26,01,04,06,21,35,02,11,,"228,103,496"
11151,2011-12-24,07,11,14,20,27,03,10,,"210,904,537"
11150,2011-12-21,13,22,30,33,34,06,12,,"211,919,872"
11149,2011-12-19,02,07,12,29,31,03,05,,"245,776,977"
11148,2011-12-17,07,10,11,26,31,03,04,,"236,831,159"
11147,2011-12-14,01,15,16,27,28,02,07,,"238,328,635"
11146,2011-12-12,09,13,19,29,34,02,11,,"227,180,037"
11145,2011-12-10,07,15,19,24,29,04,06,,"208,226,606"
11144,2011-12-07,07,18,24,28,33,02,03,,"197,910,066"
11143,2011-12-05,08,09,12,25,33,07,10,,"186,088,213"
11142,2011-12-03,04,26,30,33,34,04,06,,"180,227,762"
11141,2011-11-30,02,11,19,22,35,10,12,,"190,726,011"
11140,2011-11-28,01,12,32,33,34,09,11,,"194,719,682"
11139,2011-11-26,04,06,10,15,16,03,04,,"204,116,699"
11138,2011-11-23,17,23,26,30,32,06,12,,"192,215,936"
11137,2011-11-21,02,15,18,23,31,01,02,,"205,106,425"
11136,2011-11-19,08,09,11,19,33,03,12,,"187,894,014"
11135,2011-11-16,06,22,29,33,35,03,12,,"183,215,202"
11134,2011-11-14,01,10,12,14,17,09,10,,"176,136,024"
11133,2011-11-12,04,11,23,26,35,03,12,,"155,586,179"
11132,2011-11-09,12,14,16,19,33,02,09,,"181,219,052"
11131,2011-11-07,03,05,12,18,33,07,11,,"173,711,416"
11130,2011-11-05,08,09,13,23,35,11,12,,"169,772,009"
11129,2011-11-02,01,07,13,18,23,04,08,,"166,898,558"
11128,2011-10-31,03,04,06,11,13,01,02,,"147,214,578"
11127,2011-10-29,01,11,22,26,29,05,08,,"126,403,896"
11126,2011-10-26,07,17,29,30,33,10,12,,"121,775,456"
11125,2011-10-24,07,10,27,34,35,10,12,,"126,631,088"
11124,2011-10-22,08,12,14,20,25,06,08,,"109,336,208"
11123,2011-10-19,10,14,18,19,35,01,06,,"90,578,986"
11122,2011-10-17,03,08,23,24,34,05,12,,"88,150,642"
11121,2011-10-15,02,03,30,31,33,03,09,,"88,050,408"
11120,2011-10-12,20,25,26,30,31,09,10,,"70,955,762"
11119,2011-10-10,04,15,20,26,31,06,12,,"132,763,457"
11118,2011-10-08,04,07,11,32,35,05,07,,"113,105,840"
11117,2011-10-05,10,12,28,32,33,03,05,,"93,150,429"
11116,2011-10-03,10,15,18,19,26,07,12,,"91,469,633"
11115,2011-10-01,17,26,30,31,35,06,11,,"75,408,885"
11114,2011-09-28,06,08,17,27,35,02,11,,"59,148,718"
11113,2011-09-26,04,05,07,10,12,04,05,,"43,144,622"
11112,2011-09-24,06,17,28,32,33,08,12,,"36,043,587"
11111,2011-09-21,02,11,13,23,31,11,12,,"25,888,039"
11110,2011-09-19,30,31,33,34,35,04,07,,0
11109,2011-09-17,01,11,12,22,34,08,10,,"52,990,177"
11108,2011-09-14,07,15,18,24,28,01,07,,"38,197,639"
11107,2011-09-12,02,06,18,30,32,01,08,,"989,564"
11106,2011-09-10,01,09,29,30,35,05,09,,0
11105,2011-09-07,02,11,26,32,33,05,12,,"47,353,889"
11104,2011-09-05,07,19,27,28,34,02,05,,"27,080,587"
11103,2011-09-03,03,04,26,29,34,01,03,,"27,371,055"
11102,2011-08-31,19,24,28,31,34,04,12,,"25,254,149"
11101,2011-08-29,05,12,20,28,30,03,07,,"14,156,217"
11100,2011-08-27,08,11,13,28,33,08,09,,"260,611,163"
11099,2011-08-24,02,06,09,12,20,05,08,,"258,383,576"
11098,2011-08-22,06,07,28,33,35,01,10,,"257,814,962"
11097,2011-08-20,04,19,28,31,33,11,12,,"256,846,500"
11096,2011-08-17,03,08,20,24,25,01,02,,"245,245,462"
11095,2011-08-15,09,12,17,19,29,06,11,,"244,892,108"
11094,2011-08-13,11,21,22,32,34,04,08,,"242,990,584"
11093,2011-08-10,04,06,08,19,31,10,11,,"252,703,120"
11092,2011-08-08,10,17,19,32,33,01,12,,"234,885,420"
11091,2011-08-06,11,17,23,29,30,06,08,,"234,735,997"
11090,2011-08-03,02,04,29,30,34,05,08,,"223,262,272"
11089,2011-08-01,05,06,23,27,34,03,04,,"207,931,278"
11088,2011-07-30,20,21,27,29,35,03,08,,"184,852,679"
11087,2011-07-27,06,13,20,25,34,07,09,,"192,547,274"
11086,2011-07-25,04,05,06,09,15,01,06,,"200,963,433"
11085,2011-07-23,02,17,19,21,22,03,10,,"181,023,381"
11084,2011-07-20,14,29,31,34,35,01,12,,"199,987,836"
11083,2011-07-18,06,08,18,20,24,04,08,,"182,379,281"
11082,2011-07-16,07,20,25,30,32,05,09,,"184,396,669"
11081,2011-07-13,04,13,20,21,35,02,09,,"197,429,220"
11080,2011-07-11,05,12,30,31,32,01,03,,"180,641,784"
11079,2011-07-09,01,03,23,30,31,02,10,,"162,610,282"
11078,2011-07-06,04,09,16,27,30,02,06,,"146,794,221"
11077,2011-07-04,05,08,19,33,34,01,12,,"149,491,545"
11076,2011-07-02,18,23,25,29,30,01,02,,"140,694,437"
11075,2011-06-29,06,09,20,23,28,06,10,,"137,633,524"
11074,2011-06-27,07,16,23,28,31,03,06,,"138,721,670"
11073,2011-06-25,13,19,20,22,33,05,11,,"317,666,106"
11072,2011-06-22,03,11,13,20,35,03,08,,"319,871,133"
11071,2011-06-20,27,31,33,34,35,04,06,,"299,596,663"
11070,2011-06-18,09,19,22,29,30,02,08,,"306,602,546"
11069,2011-06-15,03,05,28,29,33,04,12,,"377,697,008"
11068,2011-06-13,01,13,16,18,32,07,09,,"380,952,965"
11067,2011-06-11,10,17,22,24,32,03,10,,"367,347,891"
11066,2011-06-08,06,13,18,20,33,09,10,,"395,795,484"
11065,2011-06-06,03,11,14,25,34,01,04,,"375,078,277"
11064,2011-06-04,01,06,27,30,34,01,06,,"362,140,610"
11063,2011-06-01,10,17,18,26,32,01,05,,"348,759,449"
11062,2011-05-30,06,10,17,20,21,03,07,,"326,866,617"
11061,2011-05-28,06,07,16,18,20,04,10,,"325,886,265"
11060,2011-05-25,03,25,29,32,34,09,10,,"327,233,734"
11059,2011-05-23,09,16,21,29,34,07,10,,"328,983,692"
11058,2011-05-21,01,09,27,32,33,03,06,,"303,872,297"
11057,2011-05-18,07,11,30,31,34,09,12,,"426,872,297"
11056,2011-05-16,03,05,29,30,31,08,10,,"414,373,623"
11055,2011-05-14,01,07,31,32,35,02,10,,"419,164,003"
11054,2011-05-11,05,09,16,26,35,03,10,,"392,030,969"
11053,2011-05-09,03,16,28,31,32,01,09,,"372,405,323"
11052,2011-05-07,13,24,31,32,33,03,09,,"349,623,523"
11051,2011-05-04,06,08,12,17,18,05,10,,"360,501,853"
11050,2011-05-02,04,07,29,32,33,08,10,,"360,591,452"
11049,2011-04-30,05,06,10,22,25,01,09,,"357,714,362"
11048,2011-04-27,13,17,25,27,28,02,03,,"361,905,515"
11047,2011-04-25,02,15,22,33,35,05,08,,"386,905,515"
11046,2011-04-23,09,15,16,19,29,04,06,,"381,020,504"
11045,2011-04-20,13,21,22,29,31,07,11,,"387,770,674"
11044,2011-04-18,11,21,24,26,31,06,07,,"371,458,144"
11043,2011-04-16,02,08,23,33,35,05,10,,"361,242,100"
11042,2011-04-13,06,09,18,30,32,10,12,,"349,947,313"
11041,2011-04-11,04,05,11,13,25,03,06,,"341,699,221"
11040,2011-04-09,03,07,15,18,20,01,06,,"348,774,894"
11039,2011-04-06,01,11,14,22,34,06,08,,"327,322,701"
11038,2011-04-04,07,09,11,13,33,10,12,,"326,387,365"
11037,2011-04-02,01,12,14,22,24,10,12,,"322,942,088"
11036,2011-03-30,03,18,29,30,33,08,09,,"313,269,458"
11035,2011-03-28,03,04,13,15,32,04,09,,"298,041,572"
11034,2011-03-26,03,06,09,17,27,03,09,,"279,221,801"
11033,2011-03-23,03,19,24,29,33,03,09,,"256,334,761"
11032,2011-03-21,07,16,23,31,33,03,10,,"254,707,534"
11031,2011-03-19,12,17,19,22,35,04,11,,"250,852,819"
11030,2011-03-16,15,19,25,30,33,03,08,,"232,471,208"
11029,2011-03-14,03,09,17,24,28,06,12,,"283,471,208"
11028,2011-03-12,01,02,13,17,28,01,04,,"286,700,891"
11027,2011-03-09,05,14,25,34,35,02,05,,"266,248,099"
11026,2011-03-07,01,09,15,20,29,07,09,,"272,445,556"
11025,2011-03-05,08,09,25,28,29,02,10,,"254,653,894"
11024,2011-03-02,12,15,16,20,33,08,12,,"247,441,137"
11023,2011-02-28,05,13,16,18,24,02,12,,"238,779,266"
11022,2011-02-26,09,14,24,25,34,01,04,,"235,318,601"
11021,2011-02-23,01,09,13,17,30,02,08,,"216,528,880"
11020,2011-02-21,09,12,19,22,28,01,05,,"204,915,970"
11019,2011-02-19,08,21,23,27,33,06,11,,"190,984,829"
11018,2011-02-16,16,22,24,32,34,02,10,,"204,559,462"
11017,2011-02-14,16,19,24,26,31,02,04,,"190,209,245"
11016,2011-02-12,15,20,30,33,35,06,09,,"177,165,752"
11015,2011-02-09,08,18,19,22,23,01,03,,"164,947,287"
11014,2011-01-31,02,14,20,21,24,02,09,,"155,416,933"
11013,2011-01-29,05,08,14,28,30,04,06,,"139,951,606"
11012,2011-01-26,03,12,19,25,30,08,11,,0
11011,2011-01-24,02,17,23,24,30,02,09,,0
11010,2011-01-22,04,08,10,14,27,05,07,,0
11009,2011-01-19,09,10,11,14,24,03,08,,0
11008,2011-01-17,01,23,26,27,30,05,06,,"98,414,874"
11007,2011-01-15,14,24,32,33,35,02,09,,0
11006,2011-01-12,02,08,16,26,35,11,12,,"93,810,617"
11005,2011-01-10,01,07,25,27,30,07,12,,0
11004,2011-01-08,07,08,10,23,25,07,09,,0
11003,2011-01-05,01,24,27,30,31,01,06,,0
11002,2011-01-03,11,13,27,28,29,02,06,,0
11001,2011-01-01,07,08,15,32,34,05,12,,0
10153,2010-12-29,06,07,16,24,35,04,06,,0
10152,2010-12-27,02,05,18,22,23,07,12,,0
10151,2010-12-25,01,10,32,33,35,03,08,,0
10150,2010-12-22,05,24,28,29,35,01,09,,0
10149,2010-12-20,05,22,24,25,30,01,06,,0
10148,2010-12-18,03,04,08,10,35,02,06,,0
10147,2010-12-15,01,15,19,21,23,11,12,,0
10146,2010-12-13,14,17,30,31,34,04,10,,0
10145,2010-12-11,18,19,27,28,33,03,06,,0
10144,2010-12-08,02,11,16,22,31,10,11,,0
10143,2010-12-06,10,16,18,22,27,06,08,,0
10142,2010-12-04,10,11,19,21,27,04,06,,0
10141,2010-12-01,05,11,17,23,33,03,10,,0
10140,2010-11-29,06,18,20,30,31,03,06,,0
10139,2010-11-27,03,13,16,19,29,07,09,,0
10138,2010-11-24,08,12,14,19,27,05,06,,0
10137,2010-11-22,22,27,28,33,35,09,11,,0
10136,2010-11-20,03,13,18,30,33,07,08,,0
10135,2010-11-17,14,17,19,26,32,03,04,,0
10134,2010-11-15,09,12,13,19,30,04,05,,0
10133,2010-11-13,11,16,17,21,22,03,06,,0
10132,2010-11-10,18,21,23,25,29,06,11,,0
10131,2010-11-08,10,15,22,28,29,04,12,,0
10130,2010-11-06,05,06,09,10,34,08,11,,0
10129,2010-11-03,14,15,24,25,26,03,07,,0
10128,2010-11-01,06,17,19,29,35,02,08,,0
10127,2010-10-30,03,22,24,30,33,04,10,,0
10126,2010-10-27,03,05,09,13,33,05,11,,0
10125,2010-10-25,01,07,09,14,19,09,12,,0
10124,2010-10-23,01,09,27,29,34,01,06,,0
10123,2010-10-20,18,20,30,32,33,01,11,,0
10122,2010-10-18,05,06,11,13,26,02,07,,0
10121,2010-10-16,21,22,31,32,34,02,12,,0
10120,2010-10-13,08,10,18,34,35,06,10,,0
10119,2010-10-11,05,13,14,23,26,02,03,,0
10118,2010-10-09,19,22,23,29,35,08,10,,0
10117,2010-10-06,04,06,21,27,34,05,09,,0
10116,2010-10-04,14,22,27,28,35,04,10,,0
10115,2010-10-02,05,07,10,15,32,03,08,,0
10114,2010-09-29,03,07,22,25,35,03,11,,0
10113,2010-09-27,05,16,22,23,32,04,10,,0
10112,2010-09-25,14,15,18,34,35,08,10,,0
10111,2010-09-22,03,06,13,14,29,01,02,,0
10110,2010-09-20,21,29,30,33,35,07,11,,0
10109,2010-09-18,01,02,08,11,25,10,12,,0
10108,2010-09-15,01,10,13,19,34,09,12,,0
10107,2010-09-13,14,17,22,27,34,03,05,,0
10106,2010-09-11,05,27,28,29,34,09,12,,0
10105,2010-09-08,05,17,26,27,35,08,09,,0
10104,2010-09-06,14,25,30,32,33,01,11,,0
10103,2010-09-04,10,14,29,30,35,05,08,,0
10102,2010-09-01,04,15,19,24,35,01,10,,0
10101,2010-08-30,11,15,22,27,35,05,08,,0
10100,2010-08-28,19,20,30,33,35,06,08,,0
10099,2010-08-25,03,11,17,21,30,01,08,,0
10098,2010-08-23,02,03,12,13,25,01,07,,0
10097,2010-08-21,09,17,21,28,29,02,08,,0
10096,2010-08-18,04,09,24,30,35,01,10,,0
10095,2010-08-16,12,14,16,19,25,01,06,,0
10094,2010-08-14,20,32,33,34,35,06,07,,0
10093,2010-08-11,02,04,09,28,29,05,08,,0
10092,2010-08-09,02,15,29,30,34,02,12,,0
10091,2010-08-07,06,10,23,26,31,05,07,,0
10090,2010-08-04,08,24,26,31,32,07,09,,0
10089,2010-08-02,04,10,13,18,23,08,10,,0
10088,2010-07-31,03,05,14,30,35,03,06,,0
10087,2010-07-28,01,12,20,21,24,02,08,,0
10086,2010-07-26,01,02,12,19,35,05,07,,0
10085,2010-07-24,02,10,16,18,34,02,03,,0
10084,2010-07-21,03,13,14,22,26,02,05,,0
10083,2010-07-19,07,11,21,22,35,04,07,,0
10082,2010-07-17,05,08,24,29,30,04,06,,0
10081,2010-07-14,14,18,20,24,27,05,10,,0
10080,2010-07-12,08,19,27,29,34,04,10,,0
10079,2010-07-10,01,04,21,22,24,02,05,,0
10078,2010-07-07,02,03,15,28,35,01,11,,0
10077,2010-07-05,06,07,09,17,24,02,12,,0
10076,2010-07-03,09,12,16,19,35,02,12,,0
10075,2010-06-30,10,12,17,23,27,05,07,,0
10074,2010-06-28,03,07,20,27,32,02,12,,0
10073,2010-06-26,04,09,11,30,32,01,11,,0
10072,2010-06-23,05,10,17,23,25,03,10,,0
10071,2010-06-21,07,12,26,30,32,02,07,,0
10070,2010-06-19,05,14,23,25,28,11,12,,0
10069,2010-06-16,06,17,18,25,29,08,09,,0
10068,2010-06-14,11,17,19,20,34,06,10,,0
10067,2010-06-12,01,11,19,30,32,03,10,,0
10066,2010-06-09,15,21,22,24,27,01,06,,0
10065,2010-06-07,05,08,13,14,32,08,11,,0
10064,2010-06-05,07,10,12,20,21,06,09,,0
10063,2010-06-02,07,14,16,30,31,03,06,,0
10062,2010-05-31,06,07,18,30,31,07,08,,0
10061,2010-05-29,05,12,14,17,22,05,07,,0
10060,2010-05-26,10,13,22,33,34,01,05,,0
10059,2010-05-24,06,10,14,25,34,01,03,,0
10058,2010-05-22,06,15,17,19,30,01,12,,0
10057,2010-05-19,15,17,24,32,35,07,09,,0
10056,2010-05-17,05,09,23,25,30,09,12,,0
10055,2010-05-15,13,14,17,27,32,02,10,,0
10054,2010-05-12,12,25,29,30,33,10,11,,0
10053,2010-05-10,09,19,22,26,34,09,11,,0
10052,2010-05-08,04,06,25,29,32,05,06,,0
10051,2010-05-05,06,10,20,24,32,06,10,,0
10050,2010-05-03,07,08,15,30,35,05,10,,0
10049,2010-05-01,01,25,29,31,33,04,10,,0
10048,2010-04-28,02,03,10,12,25,03,09,,0
10047,2010-04-26,04,08,11,30,31,02,08,,0
10046,2010-04-24,02,15,19,26,27,05,06,,0
10045,2010-04-21,08,17,18,20,28,09,10,,0
10044,2010-04-19,06,21,24,28,30,02,07,,0
10043,2010-04-17,05,08,10,33,35,02,10,,0
10042,2010-04-14,01,05,19,34,35,06,07,,0
10041,2010-04-12,16,22,28,29,34,04,12,,0
10040,2010-04-10,13,20,26,31,35,02,11,,0
10039,2010-04-07,07,19,26,28,32,01,08,,0
10038,2010-04-05,08,10,25,29,33,01,02,,0
10037,2010-04-03,19,21,26,34,35,01,09,,0
10036,2010-03-31,19,25,28,31,33,01,08,,0
10035,2010-03-29,14,16,20,31,34,01,07,,0
10034,2010-03-27,01,06,19,25,26,03,09,,0
10033,2010-03-24,12,19,28,29,30,05,08,,0
10032,2010-03-22,13,16,23,24,33,07,11,,0
10031,2010-03-20,05,13,16,17,35,06,08,,0
10030,2010-03-17,10,12,19,32,35,02,07,,0
10029,2010-03-15,21,22,33,34,35,03,04,,0
10028,2010-03-13,01,02,07,20,35,01,03,,0
10027,2010-03-10,05,23,26,32,34,02,09,,0
10026,2010-03-08,05,23,25,31,35,07,10,,0
10025,2010-03-06,09,11,13,14,25,01,07,,0
10024,2010-03-03,03,14,19,24,25,04,11,,0
10023,2010-03-01,11,13,29,32,33,02,08,,0
10022,2010-02-27,02,11,13,14,25,02,05,,0
10021,2010-02-24,11,20,23,24,25,07,09,,0
10020,2010-02-22,08,18,26,32,33,01,06,,0
10019,2010-02-20,03,11,19,26,27,02,09,,0
10018,2010-02-10,03,10,26,32,33,04,12,,0
10017,2010-02-08,13,21,23,27,34,09,12,,0
10016,2010-02-06,10,12,20,23,32,04,10,,0
10015,2010-02-03,03,10,14,18,28,08,10,,0
10014,2010-02-01,18,19,30,33,35,02,04,,0
10013,2010-01-30,18,21,22,26,34,09,12,,0
10012,2010-01-27,20,24,30,31,33,05,12,,0
10011,2010-01-25,02,03,11,27,32,08,11,,0
10010,2010-01-23,15,22,24,32,35,02,09,,0
10009,2010-01-20,02,05,13,27,32,03,11,,0
10008,2010-01-18,11,23,25,31,32,05,11,,0
10007,2010-01-16,07,23,26,29,32,08,11,,0
10006,2010-01-13,03,13,19,30,34,02,05,,0
10005,2010-01-11,04,17,19,22,30,02,03,,0
10004,2010-01-09,03,06,21,24,34,04,06,,0
10003,2010-01-06,05,14,23,27,30,02,08,,0
10002,2010-01-04,04,23,25,26,30,07,10,,0
10001,2010-01-02,02,06,07,12,27,02,08,,0
09153,2009-12-30,21,22,30,32,34,03,07,,0
09152,2009-12-28,01,23,29,30,32,07,12,,0
09151,2009-12-26,03,08,14,30,31,04,09,,0
09150,2009-12-23,04,11,18,25,34,05,07,,0
09149,2009-12-21,01,03,10,12,20,02,07,,0
09148,2009-12-19,02,04,13,14,33,01,09,,0
09147,2009-12-16,06,12,18,22,29,05,08,,0
09146,2009-12-14,11,17,23,24,25,03,06,,0
09145,2009-12-12,05,11,14,22,35,03,10,,0
09144,2009-12-09,18,26,32,33,34,04,06,,0
09143,2009-12-07,01,09,10,11,22,01,12,,0
09142,2009-12-05,05,06,13,24,31,03,11,,0
09141,2009-12-02,13,14,21,30,33,02,08,,0
09140,2009-11-30,07,08,19,26,30,01,12,,0
09139,2009-11-28,14,16,20,22,32,05,09,,0
09138,2009-11-25,03,04,14,28,32,09,10,,0
09137,2009-11-23,12,28,29,30,34,01,09,,0
09136,2009-11-21,07,13,23,24,29,06,10,,0
09135,2009-11-18,06,08,15,20,32,05,06,,0
09134,2009-11-16,02,16,19,28,33,07,11,,0
09133,2009-11-14,01,08,24,27,34,10,11,,0
09132,2009-11-11,02,10,12,15,28,04,07,,0
09131,2009-11-09,02,03,08,33,34,03,11,,0
09130,2009-11-07,09,14,25,32,34,02,08,,0
09129,2009-11-04,02,10,18,32,33,03,08,,0
09128,2009-11-02,06,21,28,32,34,04,07,,0
09127,2009-10-31,05,09,27,32,34,05,08,,0
09126,2009-10-28,14,23,27,28,33,08,12,,0
09125,2009-10-26,08,20,23,29,31,02,11,,0
09124,2009-10-24,01,03,14,32,35,07,11,,0
09123,2009-10-21,10,21,28,29,32,06,10,,0
09122,2009-10-19,01,02,11,31,33,05,06,,0
09121,2009-10-17,04,05,08,11,22,02,10,,0
09120,2009-10-14,11,23,27,28,32,02,05,,0
09119,2009-10-12,03,12,22,23,28,04,12,,0
09118,2009-10-10,10,17,18,21,34,05,11,,0
09117,2009-10-07,07,21,29,31,33,09,10,,0
09116,2009-10-05,12,15,23,30,33,09,12,,0
09115,2009-10-03,01,02,06,08,26,05,12,,0
09114,2009-09-30,02,08,25,29,33,03,07,,0
09113,2009-09-28,03,04,10,18,27,06,08,,0
09112,2009-09-26,02,08,12,34,35,04,05,,0
09111,2009-09-23,04,11,13,19,35,10,12,,0
09110,2009-09-21,22,28,30,31,34,07,09,,0
09109,2009-09-19,02,11,13,26,35,06,10,,0
09108,2009-09-16,01,09,14,29,30,07,10,,0
09107,2009-09-14,11,12,33,34,35,01,10,,0
09106,2009-09-12,11,21,22,25,34,06,09,,0
09105,2009-09-09,01,25,26,34,35,06,11,,0
09104,2009-09-07,15,25,29,32,33,10,11,,0
09103,2009-09-05,16,20,28,32,33,01,02,,0
09102,2009-09-02,11,13,29,32,35,10,12,,0
09101,2009-08-31,02,10,14,22,26,04,09,,0
09100,2009-08-29,16,20,25,29,33,01,08,,0
09099,2009-08-26,03,09,21,23,33,06,10,,0
09098,2009-08-24,11,17,19,25,26,02,10,,0
09097,2009-08-22,06,13,14,22,25,01,04,,0
09096,2009-08-19,07,12,28,32,33,01,03,,0
09095,2009-08-17,08,18,24,30,33,01,06,,0
09094,2009-08-15,01,05,21,23,29,05,12,,0
09093,2009-08-12,07,09,22,30,33,09,11,,0
09092,2009-08-10,10,21,22,27,29,08,12,,0
09091,2009-08-08,01,05,17,32,34,03,07,,0
09090,2009-08-05,18,25,30,33,34,04,10,,0
09089,2009-08-03,03,06,11,19,27,02,07,,0
09088,2009-08-01,13,16,27,32,34,03,09,,0
09087,2009-07-29,10,24,28,30,33,01,10,,0
09086,2009-07-27,01,02,07,26,29,10,12,,0
09085,2009-07-25,06,13,27,33,34,09,12,,0
09084,2009-07-22,05,09,19,26,35,02,10,,0
09083,2009-07-20,02,05,28,34,35,01,07,,0
09082,2009-07-18,05,11,26,29,32,08,11,,0
09081,2009-07-15,02,15,20,25,33,03,06,,0
09080,2009-07-13,07,16,19,29,35,02,11,,0
09079,2009-07-11,01,02,07,13,34,04,10,,0
09078,2009-07-08,11,23,26,31,34,05,11,,0
09077,2009-07-06,07,20,28,32,34,06,08,,0
09076,2009-07-04,03,09,11,18,24,04,05,,0
09075,2009-07-01,01,07,11,32,33,09,11,,0
09074,2009-06-29,15,17,19,23,32,01,11,,0
09073,2009-06-27,01,10,19,21,30,01,04,,0
09072,2009-06-24,23,26,29,32,33,05,10,,0
09071,2009-06-22,04,20,29,30,33,02,11,,0
09070,2009-06-20,10,21,24,30,31,03,10,,0
